date,year,month,day,users,num_likes,num_likers,num_posters,num_posts,num_posts_with_images,num_images,num_images_with_alt_text,num_first_time_posters,num_follows,num_followers,num_blocks,num_blockers
2024-06-07,2024,6,7,,2931588,190672,152496,836090,124347,164690,36514,0,184310,46925,23138,8502
2024-06-08,2024,6,8,,4340188,223449,194518,1231118,151131,207275,36936,0,2869567,129556,50028,11402
2024-06-09,2024,6,9,,3760653,215889,176611,1032858,142613,194828,37036,0,1355664,92162,49052,11783
2024-06-10,2024,6,10,,3389886,208169,167600,970237,127845,171851,35476,0,723009,70983,30210,10278
2024-06-11,2024,6,11,,3373671,207347,166837,987921,128329,169638,35010,0,642236,72157,29764,10309
2024-06-12,2024,6,12,,3506213,221681,183724,1088630,138477,183887,36454,0,862949,90578,29606,10952
2024-06-13,2024,6,13,,3818411,256553,209974,1162154,156854,215582,37251,0,1085947,133871,35564,12633
2024-06-14,2024,6,14,,3589705,229697,185026,1095160,145796,196591,37231,0,704007,90235,36321,11136
2024-06-15,2024,6,15,,3468459,218975,177988,1015741,147419,205112,35924,0,943772,96456,34373,10914
2024-06-16,2024,6,16,,3813146,218369,174551,1011668,145952,202077,37024,0,1210000,89624,36008,11082
2024-06-17,2024,6,17,,3495046,215861,171361,1006243,133896,180103,34821,0,745664,77938,30785,10930
2024-06-18,2024,6,18,,3351639,210477,168901,996453,131769,173750,35049,0,595885,70930,29322,10395
2024-06-19,2024,6,19,,3244063,207538,166059,965736,131546,175551,34709,0,473024,67055,26820,10445
2024-06-20,2024,6,20,,3145821,203770,163301,913122,127226,168362,34991,0,331458,60733,24311,9822
2024-06-21,2024,6,21,,3196225,199616,161816,916833,131333,174866,36550,0,280864,57461,22698,9837
2024-06-22,2024,6,22,,2958945,192827,152948,843037,130981,178826,34963,0,251569,54731,20293,8698
2024-06-23,2024,6,23,,3027606,195400,152985,837911,128875,177202,35354,0,243942,55278,26088,9982
2024-06-24,2024,6,24,,3070430,196986,156603,860765,121495,161670,34409,0,223995,53489,27138,9851
2024-06-25,2024,6,25,,3086736,196339,158111,886410,123536,164498,34386,0,225010,52888,30464,10095
2024-06-26,2024,6,26,,3089344,196159,157525,879023,123314,163464,34536,0,259475,54290,29476,10406
2024-06-27,2024,6,27,,3044450,196204,156344,882948,122963,162580,34977,0,268040,54980,29177,9462
2024-06-28,2024,6,28,,3298280,198573,159224,922269,126732,167805,36607,0,227060,50848,29821,10775
2024-06-29,2024,6,29,,2905315,189279,148576,808172,127411,173588,35654,0,227491,48191,31608,9106
2024-06-30,2024,6,30,,2930773,192001,150526,812890,126762,173933,34980,0,206958,49388,29844,10064
2024-07-01,2024,7,1,,3263507,195980,155410,849916,121915,162515,35046,0,230949,50011,29905,11107
2024-07-02,2024,7,2,,3141482,194868,153272,844150,119557,157294,33583,0,219736,49582,33684,10683
2024-07-03,2024,7,3,,3092060,191066,152820,849363,119217,156801,34171,0,227768,49156,27850,10595
2024-07-04,2024,7,4,,3055319,190257,152641,852696,122808,160359,35404,0,185354,46703,25098,9962
2024-07-05,2024,7,5,6115164.0,3070001,189255,151659,870917,123004,161844,35469,0,185087,47054,24345,8882
2024-07-06,2024,7,6,,2900970,185819,146607,824757,127722,172591,35652,0,331111,48699,36403,9838
2024-07-07,2024,7,7,,2996007,190314,149586,817548,128786,175474,36423,0,272017,48490,28914,8840
2024-07-08,2024,7,8,,3035615,190654,150652,823945,118364,156449,34763,0,234793,49672,30914,9847
2024-07-09,2024,7,9,,3034532,190975,150809,841495,119346,160446,35946,0,225072,49745,26057,9231
2024-07-10,2024,7,10,,2956835,188895,149775,831908,117927,155269,34190,0,222831,49408,33927,8651
2024-07-11,2024,7,11,,2905110,185797,148048,816643,115065,151057,33936,0,201349,46240,23961,8109
2024-07-12,2024,7,12,,2992835,184895,147885,826084,119661,157204,35117,0,188397,46339,30068,9657
2024-07-13,2024,7,13,,3001524,180839,141608,781745,123075,166475,35384,0,169827,44275,68567,11889
2024-07-14,2024,7,14,,3263065,190186,143457,789098,124634,170106,36014,0,163750,45139,33764,10830
2024-07-15,2024,7,15,,3222762,190771,148129,807739,124029,167040,35788,0,169800,47659,31701,11096
2024-07-16,2024,7,16,,3215397,186760,145771,818248,115234,152198,33297,0,171708,46952,41951,11117
2024-07-17,2024,7,17,,3087992,186078,147229,814663,114216,151136,33650,0,187488,47143,29807,9590
2024-07-18,2024,7,18,,3120485,186458,147124,815570,116237,152624,35450,0,177161,46255,35650,10100
2024-07-19,2024,7,19,,3213472,186298,149013,848333,119828,157400,35549,0,180092,45844,30874,10111
2024-07-20,2024,7,20,,2846457,178728,139218,747269,120326,163004,33970,0,167208,42360,31306,8760
2024-07-21,2024,7,21,,3431267,190676,147584,826822,125505,170589,36045,0,184427,46677,42850,10238
2024-07-22,2024,7,22,,3652443,193154,148507,830478,118124,157009,34885,0,190991,48915,40470,11808
2024-07-23,2024,7,23,,3341064,190791,147034,823390,115115,151614,34678,0,192324,49128,33201,9917
2024-07-24,2024,7,24,,3282211,192146,148160,820084,116089,151743,35184,0,187707,47760,24446,9381
2024-07-25,2024,7,25,,3345028,192414,148018,818446,117417,154274,34572,0,199752,48322,26340,10021
2024-07-26,2024,7,26,,3284734,188916,148759,854211,121731,159387,37350,0,192891,46339,26528,9272
2024-07-27,2024,7,27,,3001349,182778,140354,756727,120192,162882,34921,0,176325,42726,27912,9208
2024-07-28,2024,7,28,,2936715,182426,139508,742679,118289,161035,34430,0,180988,43829,26317,8975
2024-07-29,2024,7,29,,3172511,187311,144844,779164,113289,150300,34763,0,179654,46352,25510,11101
2024-07-30,2024,7,30,,3222816,186804,144916,809263,114028,149877,33938,0,197599,47836,22945,9291
2024-07-31,2024,7,31,,3225966,187942,146767,830439,115639,153723,34070,0,182898,46692,34144,9470
2024-08-01,2024,8,1,,3185494,187611,146616,813802,117339,154805,34966,0,177668,46216,24875,9257
2024-08-02,2024,8,2,,3172079,186545,146293,814413,118921,157692,35596,0,175932,45850,23535,8695
2024-08-03,2024,8,3,,2937471,179312,138019,750124,120169,163034,34836,0,161318,42554,22502,8857
2024-08-04,2024,8,4,,2928988,180310,137863,739095,118107,162205,33407,0,175085,43917,23144,9248
2024-08-05,2024,8,5,,3094551,185799,144757,790731,113061,150266,33885,0,214693,49845,26147,9703
2024-08-06,2024,8,6,,3804764,196461,151208,865087,118397,155493,36117,0,303964,60108,25562,9950
2024-08-07,2024,8,7,,3797066,201503,154837,871661,121784,159669,36722,0,417365,72049,32863,10330
2024-08-08,2024,8,8,,3651581,198679,154329,893478,123364,162191,38547,0,355164,66903,42397,10248
2024-08-09,2024,8,9,,3397192,193607,153482,868639,122675,160448,38101,0,287795,61811,36567,9971
2024-08-10,2024,8,10,,3216812,190756,148407,803857,126535,170758,36387,0,270586,59262,36392,9998
2024-08-11,2024,8,11,,3229668,188631,141788,786512,124838,170548,36364,0,301322,58369,40882,9947
2024-08-12,2024,8,12,,3348665,194726,149295,827748,124903,167368,37218,0,312226,62948,50139,10599
2024-08-13,2024,8,13,,3540516,202513,152633,851352,123978,164162,37259,0,410017,75409,38078,10408
2024-08-14,2024,8,14,,3471982,203677,154909,867387,124248,164961,37389,0,530501,80807,56005,11154
2024-08-15,2024,8,15,,3564246,205059,155632,877451,125570,166579,37642,0,570714,79063,64233,10557
2024-08-16,2024,8,16,,3478027,201192,156544,894767,128335,169873,39756,0,533315,76155,46903,10309
2024-08-17,2024,8,17,,3278064,200166,150561,813499,128121,173205,39090,0,478136,77276,45962,9774
2024-08-18,2024,8,18,,3289343,201441,150256,816955,128937,174928,39379,0,462200,75720,90675,11466
2024-08-19,2024,8,19,,3374162,203510,154598,844212,121380,159688,38657,0,470071,73253,71014,12867
2024-08-20,2024,8,20,,3679328,203959,156212,871708,122293,159202,38452,0,407653,71164,78582,12288
2024-08-21,2024,8,21,,3689219,204797,156328,886344,122844,160682,39226,0,380396,70802,50571,12700
2024-08-22,2024,8,22,6400954.0,3614059,203023,154730,887942,121058,158239,38549,0,333236,66619,45523,10938
2024-08-23,2024,8,23,,3678083,202731,155507,900962,127295,166535,41304,0,311838,65964,39157,11331
2024-08-24,2024,8,24,,3145728,194689,147753,799964,129713,174325,41314,0,340269,64543,40720,11594
2024-08-25,2024,8,25,,3160055,196034,147375,795067,125068,170828,37393,0,344539,65281,51613,11214
2024-08-26,2024,8,26,,3195175,200169,152862,824197,119947,159295,37090,0,355933,65849,54657,11146
2024-08-27,2024,8,27,,3251611,199544,155390,862260,119311,157235,36273,0,321461,64016,38593,10716
2024-08-28,2024,8,28,,3280606,202706,159507,869950,120302,158191,36540,0,297014,63602,40580,9494
2024-08-29,2024,8,29,,5675152,294687,236625,1325481,171597,220824,38862,0,3526081,212461,54953,13496
2024-08-30,2024,8,30,,7882306,444753,353211,1831633,216900,279173,41292,0,8345166,467823,84743,25571
2024-08-31,2024,8,31,,12813735,716838,530945,2957787,288623,371235,24949,0,15070921,800639,126114,38142
2024-09-01,2024,9,1,6624015.0,47919,1952,1374,12230,1024,1404,32,0,43566,1819,626,124
2024-09-02,2024,9,2,,347,29,33,239,11,15,0,0,272,32,1,1
2024-09-03,2024,9,3,7989812.0,2402,348,243,1255,82,109,5,0,2737,262,10,9
2024-09-04,2024,9,4,,2230505,372874,246004,663401,59717,76171,3603,0,1516189,247056,19497,9017
2024-09-05,2024,9,5,,270,30,39,200,14,18,3,0,269,31,0,0
2024-09-06,2024,9,6,,704,107,164,559,43,48,12,0,576,79,3,2
2024-09-07,2024,9,7,,14424141,1086072,713562,3350952,385391,513549,45688,0,5521013,666791,172700,52936
2024-09-08,2024,9,8,,16664705,1158132,785399,4186047,466110,621933,50953,0,5902857,722039,237627,60726
2024-09-09,2024,9,9,9477648.0,17090061,1203887,841708,4406268,453975,590016,49964,0,5575518,768784,223557,61691
2024-09-10,2024,9,10,9591902.0,13751328,1077698,741704,3537378,349492,451266,38010,0,4365558,626035,159374,49065
2024-09-11,2024,9,11,,20685614,1234755,864515,4890803,481438,616805,53963,0,6134915,752790,195524,67132
2024-09-12,2024,9,12,,20787688,1230309,858221,4909958,465676,599868,50913,0,5848738,720057,189486,65967
2024-09-13,2024,9,13,,17286203,1180608,814977,4317921,421784,544746,50768,0,5293173,644622,169868,55960
2024-09-14,2024,9,14,9955584.0,14860845,1095906,717866,3640340,384803,502924,49707,0,4728676,580077,152592,57048
2024-09-15,2024,9,15,,15528737,1089609,727544,3909025,393856,521041,50898,0,4493540,563605,170921,63829
2024-09-16,2024,9,16,,20435867,1240794,815361,4212192,461209,581324,56184,0,4734789,633011,152351,56637
2024-09-17,2024,9,17,,17951963,1185375,827896,4148289,573382,688250,62525,0,4675905,613245,130571,52444
2024-09-18,2024,9,18,10186710.0,17431475,1135562,794563,4216207,472953,583819,52933,0,4039408,550410,143310,51724
2024-09-19,2024,9,19,,16138865,1071230,732753,3968970,417754,525378,70788,0,3805048,486078,145141,54933
2024-09-20,2024,9,20,,16124040,1071381,724097,4008552,418766,535329,71653,0,3639187,477568,143786,50939
2024-09-21,2024,9,21,10281074.0,14671821,1010035,660999,3644383,367884,478022,64031,0,3229914,418890,134701,52983
2024-09-22,2024,9,22,,14762867,1013130,660381,3600739,371599,485597,59760,0,3185586,426805,179849,53215
2024-09-23,2024,9,23,,16101920,1078245,709961,3854701,377021,486935,58213,0,3397130,467779,153213,53405
2024-09-24,2024,9,24,10387869.0,15593532,1092373,710246,3620303,373967,484389,60028,0,3486592,488136,157834,58074
2024-09-25,2024,9,25,,15083791,1058071,698240,3683637,366393,468872,55586,0,3184664,461060,164797,55585
2024-09-26,2024,9,26,,14950772,1041510,698587,3822913,357223,456903,54094,0,2942608,431548,143820,51335
2024-09-27,2024,9,27,,14355666,1016818,675294,3561487,355110,456273,55048,0,2887736,399490,131197,51790
2024-09-28,2024,9,28,,12549204,936703,591365,2958838,330180,432563,52716,0,2460525,362467,130328,49551
2024-09-29,2024,9,29,,13076303,935734,604163,3195894,331988,439957,51546,0,2624998,369274,137690,48520
2024-09-30,2024,9,30,10560341.0,13183344,968922,631808,3212821,338127,439676,50583,0,2474615,373819,128704,47841
2024-10-01,2024,10,1,,13289378,963925,635568,3266140,350788,454345,54473,0,2426912,365294,123920,46697
2024-10-02,2024,10,2,10606064.0,13526503,952986,629388,3290709,337800,435781,51227,0,2315527,351154,123088,47001
2024-10-03,2024,10,3,,13002006,938379,624350,3317868,336920,431127,50791,0,2283263,337660,119921,45798
2024-10-04,2024,10,4,,12416924,906569,600902,3119213,327719,419828,51207,0,2027385,315693,103962,40239
2024-10-05,2024,10,5,,11757153,855600,551398,2801603,310001,407589,49914,0,1909218,289969,131865,43289
2024-10-06,2024,10,6,,12784278,886457,575657,3047256,327713,424844,50588,0,1871627,293167,110294,41668
2024-10-07,2024,10,7,,13038127,921319,581689,2906822,305190,395228,48788,0,2022975,322902,124999,47146
2024-10-08,2024,10,8,,12456333,894177,586346,3047869,336475,428401,51693,0,2096603,324692,117390,43638
2024-10-09,2024,10,9,,10690436,824511,564217,2825322,312625,394022,50595,0,1888471,279983,93482,38067
2024-10-10,2024,10,10,10781631.0,7785168,564497,373247,1951167,256308,329111,51953,0,1869003,208211,82973,31198
2024-10-11,2024,10,11,,7326716,504893,336782,1825599,252801,329221,55266,0,1457344,184933,65976,27552
2024-10-12,2024,10,12,,6544525,453828,290984,1523952,234613,311592,49755,0,1291581,159654,77556,25407
2024-10-13,2024,10,13,,6312203,438726,278897,1440239,223299,299314,48464,0,1253436,154766,97489,27452
2024-10-14,2024,10,14,,6539189,445766,293545,1529868,226500,297799,49177,0,1091294,155023,72017,26104
2024-10-15,2024,10,15,,6499052,433654,288499,1548020,218184,280035,46949,0,1071547,152416,66403,26634
2024-10-16,2024,10,16,,6658682,460364,309954,1620509,232074,304193,48977,0,1507919,195172,77725,30804
2024-10-17,2024,10,17,,21662865,1305323,923971,4373930,1044852,1660843,112646,0,24164599,1560045,414584,88627
2024-10-18,2024,10,18,,27477182,1512110,933619,4650439,1060319,1584403,129352,0,20943340,1691099,457316,90612
2024-10-19,2024,10,19,,24258922,1407730,819742,3992275,898223,1308903,123266,0,13342475,1362690,402973,89243
2024-10-20,2024,10,20,,22107934,1332474,758998,3658714,800539,1143631,122521,0,9696337,1156051,430271,82924
2024-10-21,2024,10,21,,20945588,1287701,738496,3591736,723132,1007029,116114,0,8142292,1022841,344680,78017
2024-10-22,2024,10,22,,19201768,1218129,696959,3340120,651397,892953,107136,0,6516565,908504,280046,69788
2024-10-23,2024,10,23,,3384199,431787,667790,3192828,608189,831660,101228,0,5356453,799071,282481,67693
2024-10-24,2024,10,24,,13306147,990464,635000,3035017,565977,768290,97973,0,4495966,707593,220925,60529
2024-10-25,2024,10,25,,15647175,1055428,610491,2898205,546548,741654,95241,0,3879702,638710,211496,57369
2024-10-26,2024,10,26,,14031670,992504,559331,2525618,505277,692959,89641,0,3263629,583541,186872,46685
2024-10-27,2024,10,27,,13887603,969481,552796,2549072,495719,681302,88508,0,3099990,549769,184391,48260
2024-10-28,2024,10,28,,14229023,976813,558429,2611554,476757,645937,86743,0,3011630,544421,181367,48957
2024-10-29,2024,10,29,,13743578,956087,552786,2582070,462890,626629,88279,0,2822714,514368,134351,47517
2024-10-30,2024,10,30,,12860156,918892,545174,2531142,462872,622695,86564,0,2462534,479321,147141,43878
2024-10-31,2024,10,31,,13183277,930204,574979,2625070,528698,713000,101348,0,2298373,454592,134961,41910
2024-11-01,2024,11,1,,12138714,884891,520152,2402061,450786,610521,90297,0,2166031,420906,121857,39859
2024-11-02,2024,11,2,,11300597,841938,477680,2189768,417881,569994,82027,0,2076010,402851,130660,39263
2024-11-03,2024,11,3,,11718428,844720,479771,2222337,419243,579224,78389,0,2167817,417552,154741,40021
2024-11-04,2024,11,4,13706827.0,12520218,875731,508401,2415048,433953,590762,81654,0,2451421,439362,162351,42100
2024-11-05,2024,11,5,13786549.0,13476410,891567,523772,2542508,438351,584266,89854,0,2553976,448468,153565,41961
2024-11-06,2024,11,6,,17609270,1041950,603379,2978841,456046,605567,85468,0,5171692,669028,247144,61795
2024-11-07,2024,11,7,13869530.0,18335798,1122848,643236,3206122,530962,721875,100454,0,10214430,864085,371136,87200
2024-11-08,2024,11,8,,18251090,1105080,640590,3381259,550431,748728,106965,0,10718993,804063,278365,65349
2024-11-09,2024,11,9,14128354.0,17378465,1090413,619196,3188593,547204,750247,108663,0,10077661,788722,310235,66802
2024-11-10,2024,11,10,14311758.0,18334683,1140844,646479,3382901,579200,791428,116100,0,13416515,859047,355511,76062
2024-11-11,2024,11,11,14488823.0,20505560,1242831,712854,3732252,604747,810951,130207,0,18109843,1012870,322609,76030
2024-11-12,2024,11,12,,24099083,1401588,795664,4267165,657471,873541,146831,0,23064196,1275053,418195,95438
2024-11-13,2024,11,13,14732567.0,30192143,1741535,988536,5226160,805489,1071651,166099,0,30061800,1841425,498920,116269
2024-11-14,2024,11,14,15747324.0,37545300,2297547,1287341,6503617,1059787,1425473,185427,0,40983656,2837864,691368,153191
2024-11-15,2024,11,15,16592959.0,38979332,2452411,1335095,6666708,1088685,1457363,190561,0,43411761,2946893,817450,186021
2024-11-16,2024,11,16,17498373.0,43444405,2607210,1393705,7265108,1211505,1618564,209053,0,46944819,3010023,1223936,235627
2024-11-17,2024,11,17,18382805.0,44571663,2688529,1418681,7441025,1259012,1679585,217114,0,47167632,3008245,1489674,287466
2024-11-18,2024,11,18,19170050.0,45156991,2789693,1475841,7533473,1217907,1592565,215476,0,44271329,3124644,1569325,284274
2024-11-19,2024,11,19,19790280.0,45114367,2783670,1479838,7521186,1206661,1557078,213983,0,40303117,2919933,1496040,281313
2024-11-20,2024,11,20,20610873.0,43461869,2746665,1459183,7315615,1189098,1533966,213926,0,37010303,2770172,1478079,296212
2024-11-21,2024,11,21,21107540.0,43094597,2696226,1428139,7205440,1162071,1493892,207273,0,32020663,2536216,1486048,294882
2024-11-22,2024,11,22,21639135.0,39764731,2602672,1376927,6876622,1143758,1472630,207889,0,30777839,2401238,1224185,275280
2024-11-23,2024,11,23,21978704.0,38275657,2491085,1290122,6515744,1115831,1448820,197045,0,28651703,2154639,1265336,266439
2024-11-24,2024,11,24,22300880.0,38962582,2494375,1274782,6465019,1095109,1422890,195018,0,29889141,2128661,1258755,277392
2024-11-25,2024,11,25,22562448.0,37554743,2459310,1276381,6314072,1038126,1334285,186418,0,24408998,1997503,1205850,272404
2024-11-26,2024,11,26,22780422.0,37544387,2419827,1274998,6440203,1022043,1306405,189161,0,22758668,1877970,1185416,271218
2024-11-27,2024,11,27,23051606.0,36389409,2399860,1267326,6377474,1036188,1323848,201136,0,22301521,1889994,1243698,265534
2024-11-28,2024,11,28,23270417.0,34291290,2312913,1230975,5974952,1017307,1297362,190955,0,18851169,1700875,1035422,253906
2024-11-29,2024,11,29,23447365.0,32715549,2208516,1143415,5541110,954823,1231702,178489,0,18462742,1553182,1157630,261764
2024-11-30,2024,11,30,23616959.0,32921773,2179663,1123145,5567446,977325,1279445,183453,0,18599454,1552166,1127593,265859
2024-12-01,2024,12,1,23769810.0,33801116,2204210,1145877,5679398,998763,1303438,189844,0,18779884,1561996,1332067,287334
2024-12-02,2024,12,2,23925872.0,35478061,2273354,1181381,5792049,951721,1226316,183798,0,17749479,1605227,1412613,289614
2024-12-03,2024,12,3,24075278.0,34928336,2240021,1183787,5900497,953140,1220117,183818,0,17834248,1584199,1225062,268065
2024-12-04,2024,12,4,24214443.0,34870869,2211035,1214837,6119920,1063533,1396825,214106,0,19567391,1516911,1372857,263586
2024-12-05,2024,12,5,24331266.0,34523031,2172609,1168200,5860512,953710,1224378,184456,0,15864526,1443297,1170873,251486
2024-12-06,2024,12,6,24437820.0,32995457,2095780,1125571,5619330,931423,1185348,179763,0,15569229,1358480,1428780,242856
2024-12-07,2024,12,7,24544944.0,30498557,1990120,1036434,5091332,880708,1136846,170367,0,14597077,1263819,1511363,221904
2024-12-08,2024,12,8,24641271.0,31422533,1970158,1019820,5119321,869510,1129311,169070,0,15703112,1215737,1217991,215151
2024-12-09,2024,12,9,24740143.0,31003530,1991697,1052538,5191346,848851,1089135,164036,0,13825007,1205668,1282541,211687
2024-12-10,2024,12,10,24826624.0,30506935,1989287,1055930,5218464,855856,1089171,167475,0,12098292,1168421,948449,191916
2024-12-11,2024,12,11,24911215.0,30202941,1973505,1055929,5270764,845792,1074933,167531,0,12721256,1158864,939859,190974
2024-12-12,2024,12,12,24988923.0,29638253,1923524,1036816,5213217,837136,1063125,163585,0,12248980,1097384,984620,178687
2024-12-13,2024,12,13,25062379.0,29242049,1897051,1028469,5236701,830505,1055356,160625,0,12213885,1042322,773122,176238
2024-12-14,2024,12,14,25135789.0,27686768,1815709,939082,4614482,795150,1025028,154128,0,11460194,978505,803134,172246
2024-12-15,2024,12,15,25207659.0,26893135,1796625,921229,4656533,901783,1133790,268564,0,13399865,985805,713211,170454
2024-12-16,2024,12,16,25279108.0,27231798,1834613,972691,4785966,778685,994573,153820,0,13150009,1003987,723535,176085
2024-12-17,2024,12,17,25345641.0,28018181,1849053,986569,4941742,792502,1010739,154838,0,12722540,1004015,700611,188256
2024-12-18,2024,12,18,25409886.0,27474958,1820771,978700,4999268,869050,1088706,228766,0,12324821,979319,707340,182004
2024-12-19,2024,12,19,25472286.0,27966070,1804965,974642,4954375,796908,1011846,157408,0,12341667,965109,681499,178370
2024-12-20,2024,12,20,25535256.0,28184142,1769993,956564,4879739,795167,1007491,155555,0,11387637,923422,685305,179707
2024-12-21,2024,12,21,25593388.0,25747445,1716283,888453,4458639,768473,980943,149027,0,12031529,894490,611370,170070
2024-12-22,2024,12,22,25649230.0,25363720,1674197,867785,4416832,744970,958284,144714,0,14048593,867671,874050,179670
2024-12-23,2024,12,23,25702534.0,25498170,1676526,882348,4406792,730766,928250,145493,0,11969467,817115,625898,164768
2024-12-24,2024,12,24,25749975.0,25200581,1663411,905989,4438016,798626,1009717,162038,0,10985873,777196,582145,157119
2024-12-25,2024,12,25,25794625.0,24039988,1641425,874695,3982953,763527,968300,155613,0,8763613,682134,502554,143571
2024-12-26,2024,12,26,25840422.0,23723855,1600993,802874,3911427,660231,846304,132618,0,11276822,740995,609675,164956
2024-12-27,2024,12,27,25859176.0,24566549,1586278,822785,4404913,903489,1095055,349713,0,11661943,772300,626212,168488
2024-12-28,2024,12,28,25878844.0,24596879,1575740,812524,4737815,1231890,1431557,666451,0,12127874,787650,664697,173502
2024-12-29,2024,12,29,25897781.0,25409082,1629455,827023,4281838,713222,916664,139142,0,14040930,796770,744050,175074
2024-12-30,2024,12,30,25916986.0,25602350,1620691,851386,4340090,721360,929600,144420,0,12370319,795781,780180,188949
2024-12-31,2024,12,31,25935249.0,25398667,1640610,946316,4788642,857730,1114892,169612,0,10894309,751221,607703,157737
2025-01-01,2025,1,1,25954844.0,25714500,1681032,937549,4450354,804313,1030671,161368,0,10615877,757417,558591,149884
2025-01-02,2025,1,2,26209874.0,24537061,1629856,847221,4199316,700073,897209,141309,0,15421388,820012,817858,180467
2025-01-03,2025,1,3,26266113.0,25070252,1604162,861973,4423748,721012,921321,147020,0,14389699,812949,918040,203352
2025-01-04,2025,1,4,26325655.0,24443594,1599291,826673,4214602,702500,900840,143845,0,21452274,833065,925578,210634
2025-01-05,2025,1,5,26389418.0,25243614,1615870,840998,4369451,718899,924608,145029,0,16839418,839384,1058922,228725
2025-01-06,2025,1,6,26457929.0,26941194,1669673,891282,4599561,735832,933063,149490,0,22082976,878097,1329650,262140
2025-01-07,2025,1,7,26550102.0,27260836,1716314,926162,4803729,725569,919892,143714,0,21619636,964259,1453696,277155
2025-01-08,2025,1,8,26679779.0,28677809,1776705,951768,4916588,744133,942111,146509,0,15202820,1095601,858146,226554
2025-01-09,2025,1,9,26795222.0,28326307,1763446,939756,4791931,732700,926534,143464,0,12901992,1099445,714317,202177
2025-01-10,2025,1,10,26905429.0,28320127,1767292,950038,4872055,765593,970262,152453,0,14927733,1041919,813289,246194
2025-01-11,2025,1,11,27038215.0,26898595,1737671,889811,4463196,742384,959524,147614,0,14231464,1067355,675603,209915
2025-01-12,2025,1,12,27177058.0,26266840,1730813,883266,4363791,731954,950651,142556,0,15799746,1072013,723198,201312
2025-01-13,2025,1,13,27327830.0,27088637,1801207,946411,4618214,754234,965498,147268,0,17354481,1164761,906775,252928
2025-01-14,2025,1,14,27453684.0,28606082,1817729,966219,4844976,750652,968463,155684,0,17476055,1114970,817993,238689
2025-01-15,2025,1,15,27569164.0,27710280,1799686,957939,4763412,739751,944393,143729,0,14374953,1066921,701329,209970
2025-01-16,2025,1,16,27688214.0,27921696,1776686,968149,4844943,761367,963410,148166,0,11100157,1029633,669061,180046
2025-01-17,2025,1,17,27805606.0,27095374,1762036,950386,4693369,756392,959753,146980,0,11581748,1017905,686195,187741
2025-01-18,2025,1,18,27934788.0,25082900,1683778,889176,4365571,743193,957421,144240,0,16525225,1028504,643390,176801
2025-01-19,2025,1,19,28169284.0,32138200,1994352,1032389,5236130,881379,1127088,161199,0,17388367,1343561,789077,199484
2025-01-20,2025,1,20,28368632.0,35936781,2059805,1086098,5439676,913895,1144324,172267,0,18063673,1342079,907701,254496
2025-01-21,2025,1,21,28642509.0,39333641,2221746,1150144,5780043,935098,1175530,171793,0,18939100,1664675,1030529,282783
2025-01-22,2025,1,22,28912774.0,36489683,2224401,1146579,5668844,895024,1133753,161991,0,18087848,1757246,762490,230954
2025-01-23,2025,1,23,29144843.0,35934500,2187936,1132183,5691788,889229,1125060,165275,0,14965916,1637533,667061,202281
2025-01-24,2025,1,24,29323729.0,34504643,2116228,1106264,5606737,883211,1116410,168298,0,13091479,1468496,586833,174625
2025-01-25,2025,1,25,29498746.0,33659694,2065407,1043871,5277298,870052,1115108,167118,0,12689411,1417876,586072,166955
2025-01-26,2025,1,26,29659271.0,33303235,2061156,1030321,5236233,864812,1113229,163678,0,13557074,1388682,679232,178705
2025-01-27,2025,1,27,29798796.0,33571461,2070971,1070398,5361578,862579,1097219,165519,0,11492579,1314481,615371,174053
2025-01-28,2025,1,28,29944463.0,34828377,2074081,1087630,5585303,854304,1078545,165757,0,10165255,1323853,1529289,161560
2025-01-29,2025,1,29,30119848.0,35861567,2113319,1091153,5512631,856033,1080514,167555,0,10591011,1319688,522678,152840
2025-01-30,2025,1,30,30246652.0,36086505,2072258,1070212,5474922,848989,1072790,166593,0,10709174,1186258,531706,166848
2025-01-31,2025,1,31,30396375.0,35237218,2034636,1060541,5447663,848594,1076783,168285,0,9591716,1130176,478335,144268
2025-02-01,2025,2,1,30485875.0,34778055,1978417,1012690,5227185,850455,1091750,172072,0,9937901,1078985,502070,145774
2025-02-02,2025,2,2,30603302.0,38081890,2051409,1031902,5492072,869080,1114167,168952,0,10737075,1198068,519476,150386
2025-02-03,2025,2,3,30722341.0,39366626,2090515,1069002,5652068,863458,1089217,167815,0,10214097,1222202,551425,155496
2025-02-04,2025,2,4,30817512.0,35755720,2029073,1049991,5433429,842937,1056239,169891,0,9096271,1137999,495207,146911
2025-02-05,2025,2,5,30906980.0,37016949,2026710,1069525,5717821,840536,1060079,163455,0,8765131,1109652,606400,153701
2025-02-06,2025,2,6,30992652.0,34039119,1985079,1034973,5392016,813550,1024927,161667,0,8615263,1069472,517678,145827
2025-02-07,2025,2,7,31098923.0,32676158,1930223,1018691,5303833,828701,1044402,165054,0,8975519,1007668,599069,137232
2025-02-08,2025,2,8,31176529.0,30699072,1851083,943980,4835040,798066,1017009,160054,0,9465034,953227,572065,134949
2025-02-09,2025,2,9,31248655.0,30782900,1853555,935030,4809029,797120,1023767,160644,0,10212433,926416,585352,146444
2025-02-10,2025,2,10,31321169.0,36283038,1978262,1006189,5192092,783190,991068,154789,0,8149246,1069090,591917,141203
