date,year,month,day,users,num_likes,num_likers,num_posters,num_posts,num_posts_with_images,num_images,num_images_with_alt_text,num_first_time_posters,num_follows,num_followers,num_blocks,num_blockers
2025-02-11,2025,2,11,31393752.0,32122723,1899707,999859,5164056,808908,1021685,160966,0,8489037,1028946,595043,130817
2025-02-12,2025,2,12,31463506.0,31963324,1880808,1007469,5281628,817934,1028269,164342,0,7954541,950512,569224,134083
2025-02-13,2025,2,13,31524818.0,32013849,1877442,1007170,5322138,820349,1037521,170282,0,7830165,914485,454624,136652
2025-02-14,2025,2,14,31580334.0,32689465,1893320,1035239,5287882,916414,1168041,195535,0,7002995,878456,402865,128820
2025-02-15,2025,2,15,31638376.0,30510783,1810978,918775,4698197,793755,1020922,167188,0,7458564,852801,555334,132565
2025-02-16,2025,2,16,31709227.0,30571305,1799284,897548,4658699,779329,1005127,160042,0,8576409,857707,437870,130384
2025-02-17,2025,2,17,31767691.0,30622034,1809160,937437,4821259,783255,1003659,163517,0,7697606,858484,419508,128791
2025-02-18,2025,2,18,31826272.0,31503793,1830837,951757,4986636,774375,984973,159930,0,7261477,869401,422773,140221
2025-02-19,2025,2,19,31881801.0,32757088,1848315,976488,5185113,782582,987329,158254,0,7266798,875418,375206,122156
2025-02-20,2025,2,20,31942705.0,32284198,1856824,970831,5126563,781086,983555,159001,0,7452999,904378,373456,119974
2025-02-21,2025,2,21,31999817.0,32397360,1837891,972563,5173068,796042,1003196,165679,0,7177873,870086,408238,117904
2025-02-22,2025,2,22,32056096.0,30678614,1767853,898498,4688225,770519,992703,158662,0,7357533,805688,372376,113233
2025-02-23,2025,2,23,32124054.0,31631342,1798552,887776,4640416,766802,986672,156129,0,8059534,874685,388847,118545
2025-02-24,2025,2,24,32192703.0,32116373,1847659,949276,4861622,775928,990269,155610,0,8063234,897351,402881,127092
2025-02-25,2025,2,25,32256322.0,31788232,1835369,955754,4975998,764123,965718,157293,0,7958298,876604,391079,124170
2025-02-26,2025,2,26,32320580.0,30663514,1793339,953633,4992355,757190,955998,156621,0,7583002,842424,351761,107003
2025-02-27,2025,2,27,32373809.0,30155351,1769027,949985,5007686,767408,972678,161078,0,7180129,803566,349087,106436
2025-02-28,2025,2,28,32432425.0,37358826,1902161,1032002,5542527,855484,1075134,174768,0,7239466,836125,344718,112692
2025-03-01,2025,3,1,32492995.0,38230701,1896720,959631,5013404,835836,1059404,167396,0,7119622,816150,371965,109965
2025-03-02,2025,3,2,32553350.0,33178217,1790659,885015,4659734,793112,1013648,177312,0,7960943,816574,390083,117089
2025-03-03,2025,3,3,32608535.0,32785731,1786691,923908,4919903,765438,968654,162943,0,7020976,777818,368449,112419
2025-03-04,2025,3,4,32661773.0,34038570,1812819,955345,5204752,790066,994235,166446,0,6766095,785917,370693,112539
2025-03-05,2025,3,5,32718101.0,36007117,1852811,963505,5212424,776312,979079,163631,0,6813834,828618,376060,108861
2025-03-06,2025,3,6,32766004.0,31450296,1770696,940281,5087893,762688,963587,158571,0,6127190,798505,366730,102786
2025-03-07,2025,3,7,32810149.0,30310627,1726060,930133,5003537,777248,980088,171218,0,6048146,733113,324025,98081
2025-03-08,2025,3,8,32851121.0,28259636,1669205,859083,4425681,766334,991038,171681,0,6450179,677205,344757,98777
2025-03-09,2025,3,9,32893046.0,28301075,1645639,827087,4360077,770425,987486,200751,0,7380274,672470,369098,98596
2025-03-10,2025,3,10,32956818.0,31852166,1855396,1000787,5145803,796546,1017608,165316,0,7646584,840217,407814,113106
2025-03-11,2025,3,11,33020714.0,32587176,1824565,972334,5229826,789479,999153,162166,0,6800609,830691,371719,105067
2025-03-12,2025,3,12,33076246.0,31030763,1757545,936732,4998156,753247,951276,158736,0,6259058,783409,327032,97944
2025-03-13,2025,3,13,33123037.0,30521883,1731342,929446,5034101,762020,959992,171735,0,6128349,731231,304552,94884
2025-03-14,2025,3,14,33124293.0,31930738,1723670,934512,5090654,780151,989373,169703,0,5711192,722123,311737,92652
2025-03-15,2025,3,15,,27581973,1620083,824589,4335388,714165,917885,160451,0,5874005,667577,318266,94558
2025-03-16,2025,3,16,,27324081,1615998,816099,4303252,689602,887072,150468,0,6709386,707438,350142,98539
2025-03-17,2025,3,17,,28763423,1656709,885539,4690431,732221,930535,160423,0,5675744,711511,365902,103743
2025-03-18,2025,3,18,,29110522,1677250,892218,4767908,725189,918002,155110,0,6185991,726310,341625,104204
2025-03-19,2025,3,19,,28545682,1652150,885725,4732835,732192,930417,157578,0,5739167,691565,315929,96363
2025-03-20,2025,3,20,,28821472,1658276,894289,4777383,737139,936709,158099,0,5305585,686250,342676,101620
2025-03-21,2025,3,21,,28691338,1637385,876750,4685837,713945,911803,153380,0,5616993,672991,357968,101520
2025-03-22,2025,3,22,,27820818,1600062,815839,4319989,708203,918712,153885,0,5731013,650408,320183,95547
2025-03-23,2025,3,23,,26980576,1594112,797377,4215613,693400,898225,153532,0,6552365,754141,394096,105890
2025-03-24,2025,3,24,,28889202,1637955,859109,4578721,714896,910489,154536,0,5540603,778019,333933,101058
2025-03-25,2025,3,25,33613033.0,31275343,1659504,876414,4798096,723567,912813,151264,0,5438389,706582,355219,99367
2025-03-26,2025,3,26,33649710.0,31231283,1649990,886386,4876872,731975,925183,154687,0,4983279,690077,348213,97489
2025-03-27,2025,3,27,33685085.0,30142901,1648001,888948,4892593,733669,931379,158000,0,5185694,671689,361175,101445
2025-03-28,2025,3,28,33714663.0,29226161,1625931,874743,4794412,734242,933730,159473,0,5302687,642451,337002,98401
2025-03-29,2025,3,29,33746515.0,27038886,1554818,799098,4241335,704233,909260,158561,0,5097016,608948,351238,92347
2025-03-30,2025,3,30,33783223.0,26987624,1568810,796750,4185777,701155,913416,154929,0,5449843,617078,363467,94903
2025-03-31,2025,3,31,33818533.0,27661591,1613352,861309,5094238,721383,927030,166433,0,4898290,697434,379527,95648
2025-04-01,2025,4,1,33857096.0,30956714,1685678,908846,4806011,748281,950659,165338,0,4945939,742055,368116,100455
2025-04-02,2025,4,2,33904196.0,34578792,1757912,927748,5183891,769250,967830,169752,0,5277615,750958,343817,97013
2025-04-03,2025,4,3,33995137.0,34035153,1736408,914264,5050624,776790,970960,167218,0,8992107,755961,398858,99123
2025-04-04,2025,4,4,34177832.0,33117298,1742330,934826,5099486,811894,1016187,168645,0,18725518,860143,533634,123005
2025-04-05,2025,4,5,34320771.0,33000093,1712882,864688,4506716,816035,1081392,176247,0,18044308,825427,451307,113686
2025-04-06,2025,4,6,34452077.0,33270600,1715102,848622,4487135,778121,1022568,164340,0,18376213,829905,482738,115387
2025-04-07,2025,4,7,34502122.0,32248330,1705822,888172,4752349,758042,955520,161324,0,12424406,827081,480769,119464
