tot_users,new_users,activity_score_pca,users_lag1,new_users_lag1,activity_lag1,new_users_ma7,activity_ma7,new_users_diff,activity_diff,impact_score,activity_range,target
481244.3333333333,11752.333333333314,-1.442839466378903,469492.0,11752.333333333314,-1.4525619319445822,11752.333333333328,-1.4519876135450214,0.0,0.009722465565679128,0.0,0,0.0
492996.6666666667,11752.333333333372,-1.477736294710203,481244.3333333333,11752.333333333314,-1.442839466378903,11752.333333333343,-1.4584973074455632,5.820766091346741e-11,-0.034896828331300034,0.0,0,0.0
504749.0,11752.333333333314,-1.466875909594712,492996.6666666667,11752.333333333372,-1.477736294710203,11752.333333333328,-1.4600034006571,-5.820766091346741e-11,0.010860385115491145,0.0,0,0.0
516501.3333333334,11752.333333333372,-1.435669411946949,504749.0,11752.333333333314,-1.466875909594712,11752.333333333343,-1.4557802706576919,5.820766091346741e-11,0.031206497647762843,0.0,0,0.0
528253.6666666666,11752.333333333256,-1.449997397526725,516501.3333333334,11752.333333333372,-1.435669411946949,11752.333333333328,-1.4575697534446472,-1.1641532182693481e-10,-0.014327985579775993,0.0,0,0.0
540006.0,11752.333333333372,-1.4581793850048508,528253.6666666666,11752.333333333256,-1.449997397526725,11752.333333333328,-1.4526805260183093,1.1641532182693481e-10,-0.008181987478125707,0.0,0,0.0
551758.3333333334,11752.333333333372,-1.4626785141872993,540006.0,11752.333333333372,-1.4581793850048508,11752.333333333343,-1.451631177166456,0.0,-0.004499129182448547,0.0,0,0.0
563510.6666666666,11752.333333333256,-1.4543007065939337,551758.3333333334,11752.333333333372,-1.4626785141872993,11752.333333333314,-1.4562890008282021,-1.1641532182693481e-10,0.008377807593365594,0.0,0,0.0
575263.0,11752.333333333372,-1.479235709148095,563510.6666666666,11752.333333333256,-1.4543007065939337,11752.333333333343,-1.4635985787335446,1.1641532182693481e-10,-0.024935002554161256,0.0,0,0.0
587015.3333333334,11752.333333333372,-1.476218915585105,575263.0,11752.333333333372,-1.479235709148095,11752.333333333343,-1.4681084613786082,0.0,0.0030167935629898945,0.0,0,0.0
598767.6666666667,11752.333333333372,-1.4511333578224268,587015.3333333334,11752.333333333372,-1.476218915585105,11752.333333333343,-1.4652221722873902,0.0,0.02508555776267829,0.0,0,0.0
610520.0,11752.333333333256,-1.4357893920845326,598767.6666666667,11752.333333333372,-1.4511333578224268,11752.333333333343,-1.46059434366004,-1.1641532182693481e-10,0.015343965737894205,0.0,0,0.0
622272.3333333334,11752.333333333372,-1.4255954010482972,610520.0,11752.333333333256,-1.4357893920845326,11752.333333333343,-1.4471842666350905,1.1641532182693481e-10,0.010193991036235417,0.0,0,0.0
634024.6666666667,11752.333333333372,-1.4272466096264709,622272.3333333334,11752.333333333372,-1.4255954010482972,11752.333333333343,-1.4349411901454316,0.0,-0.0016512085781736907,0.0,0,0.0
645777.0,11752.333333333256,-1.3794722521686973,634024.6666666667,11752.333333333372,-1.4272466096264709,11752.333333333314,-1.4170259137319996,-1.1641532182693481e-10,0.047774357457773586,0.0,0,0.0
657529.3333333334,11752.333333333372,-1.2840641779454236,645777.0,11752.333333333256,-1.3794722521686973,11752.333333333343,-1.3790946101972223,1.1641532182693481e-10,0.09540807422327369,0.0,0,0.0
669281.6666666667,11752.333333333372,-1.3533782454842773,657529.3333333334,11752.333333333372,-1.2840641779454236,11752.333333333343,-1.3610403213062172,0.0,-0.06931406753885372,0.0,0,0.0
681034.0,11752.333333333256,-1.3618025447283624,669281.6666666667,11752.333333333372,-1.3533782454842773,11752.333333333314,-1.3446793050816903,-1.1641532182693481e-10,-0.008424299244085054,0.0,0,0.0
692786.3333333334,11752.333333333372,-1.3644277225075006,681034.0,11752.333333333256,-1.3618025447283624,11752.333333333343,-1.340918172666391,1.1641532182693481e-10,-0.002625177779138177,0.0,0,0.0
704538.6666666667,11752.333333333372,-1.3623183094253692,692786.3333333334,11752.333333333372,-1.3644277225075006,11752.333333333343,-1.3604817055363774,0.0,0.002109413082131306,0.0,0,0.0
716291.0,11752.333333333256,-1.3637800162604576,704538.6666666667,11752.333333333372,-1.3623183094253692,11752.333333333314,-1.3630821482304225,-1.1641532182693481e-10,-0.0014617068350883944,0.0,0,0.0
730417.6470588235,14126.647058823495,-1.3446269533494308,716291.0,11752.333333333256,-1.3637800162604576,12345.911764705874,-1.3587882503856896,2374.3137254902394,0.019153062911026808,0.0,0,0.0
744544.2941176471,14126.647058823612,-1.3849727807296053,730417.6470588235,14126.647058823495,-1.3446269533494308,12939.490196078434,-1.3639245149412158,1.1641532182693481e-10,-0.04034582738017445,0.0,0,0.0
758670.9411764706,14126.647058823495,-1.3870281264140092,744544.2941176471,14126.647058823612,-1.3849727807296053,13533.068627450964,-1.3701019691883758,-1.1641532182693481e-10,-0.0020553456844039086,0.0,0,0.0
772797.5882352941,14126.647058823495,-1.3739280287326026,758670.9411764706,14126.647058823495,-1.3870281264140092,14126.647058823524,-1.3726389723064119,0.0,0.01310009768140663,0.0,0,0.0
786924.2352941176,14126.647058823495,-1.3591395234711012,772797.5882352941,14126.647058823495,-1.3739280287326026,14126.647058823524,-1.3762671148368295,0.0,0.014788505261501328,0.0,0,0.0
801050.8823529412,14126.647058823612,-1.3606475399671252,786924.2352941176,14126.647058823495,-1.3591395234711012,14126.647058823524,-1.3701858046462094,1.1641532182693481e-10,-0.001508016496023945,0.0,0,0.0
815177.5294117647,14126.647058823495,-1.3093180247052374,801050.8823529412,14126.647058823612,-1.3606475399671252,14126.647058823524,-1.3507582792190165,-1.1641532182693481e-10,0.05132951526188778,0.0,0,0.0
829304.1764705882,14126.647058823495,-1.2933024039069747,815177.5294117647,14126.647058823495,-1.3093180247052374,14126.647058823524,-1.3306018730126097,0.0,0.016015620798262686,0.0,0,0.0
843430.8235294118,14126.647058823612,-1.378851814950053,829304.1764705882,14126.647058823495,-1.2933024039069747,14126.647058823553,-1.3355299458823477,1.1641532182693481e-10,-0.08554941104307834,0.0,0,1.0
857557.4705882353,14126.647058823495,-1.219815062474966,843430.8235294118,14126.647058823612,-1.378851814950053,14126.647058823524,-1.3003218265093077,-1.1641532182693481e-10,0.15903675247508708,0.0,1,0.0
871684.1176470588,14126.647058823495,-1.3725880894176408,857557.4705882353,14126.647058823495,-1.219815062474966,14126.647058823524,-1.3161393426874086,0.0,-0.1527730269426748,0.0,0,0.0
885810.7647058824,14126.647058823612,-1.3318459078353317,871684.1176470588,14126.647058823495,-1.3725880894176408,14126.647058823553,-1.3257752186694978,1.1641532182693481e-10,0.04074218158230902,0.0,0,1.0
899937.4117647059,14126.647058823495,-1.2040474357026645,885810.7647058824,14126.647058823612,-1.3318459078353317,14126.647058823524,-1.2820741238576507,-1.1641532182693481e-10,0.12779847213266726,0.0,1,1.0
914064.0588235294,14126.647058823495,-1.2691912415716118,899937.4117647059,14126.647058823495,-1.2040474357026645,14126.647058823524,-1.2944181686318121,0.0,-0.0651438058689473,0.0,1,2.0
928190.705882353,14126.647058823612,-0.8337829063954658,914064.0588235294,14126.647058823495,-1.2691912415716118,14126.647058823553,-1.1597168728762683,1.1641532182693481e-10,0.43540833517614597,0.0,2,1.0
942317.3529411764,14126.647058823495,-1.1422118769689955,928190.705882353,14126.647058823612,-0.8337829063954658,14126.647058823524,-1.1123083651596843,-1.1641532182693481e-10,-0.3084289705735297,0.0,1,2.0
956444.0,14126.647058823495,-1.1271064634847396,942317.3529411764,14126.647058823495,-1.1422118769689955,14126.647058823524,-1.0930731221052032,0.0,0.01510541348425587,0.0,2,2.0
971003.5,14559.5,-0.9942599921644276,956444.0,14126.647058823495,-1.1271064634847396,14234.86029411765,-1.0243403097534072,432.8529411765048,0.13284647132031202,0.0,2,0.0
985563.0,14559.5,-1.341816389463841,971003.5,14559.5,-0.9942599921644276,14343.073529411748,-1.1513486805205009,0.0,-0.34755639729941346,0.0,0,0.0
1000122.5,14559.5,-1.3448568776793917,985563.0,14559.5,-1.341816389463841,14451.286764705874,-1.2020099306981,0.0,-0.0030404882155505852,0.0,0,0.0
1014682.0,14559.5,-1.3520655087257847,1000122.5,14559.5,-1.3448568776793917,14559.5,-1.2582496920083612,0.0,-0.0072086310463930214,0.0,0,0.0
1029241.5,14559.5,-1.3498951218320299,1014682.0,14559.5,-1.3520655087257847,14559.5,-1.3471584744252618,0.0,0.0021703868937548165,0.0,0,0.0
1043801.0,14559.5,-1.3798394424155225,1029241.5,14559.5,-1.3498951218320299,14559.5,-1.3566642376631821,0.0,-0.029944320583492612,0.0,0,0.0
1058360.5,14559.5,-1.3853574011099068,1043801.0,14559.5,-1.3798394424155225,14559.5,-1.366789368520811,0.0,-0.005517958694384317,0.0,0,0.0
1072920.0,14559.5,-1.2819895339081027,1058360.5,14559.5,-1.3853574011099068,14559.5,-1.3492703748163903,0.0,0.10336786720180413,0.0,0,2.0
1092181.0,19261.0,-1.0598868213318637,1072920.0,14559.5,-1.2819895339081027,15734.875,-1.2767682996913488,4701.5,0.22210271257623893,0.0,2,2.0
1111442.0,19261.0,-1.0119463979597587,1092181.0,19261.0,-1.0598868213318637,16910.25,-1.184795038577408,0.0,0.04794042337210502,0.0,2,2.0
1130703.0,19261.0,-1.0982180707248534,1111442.0,19261.0,-1.0119463979597587,18085.625,-1.1130102059811446,0.0,-0.08627167276509473,0.0,2,1.0
1149964.0,19261.0,-1.1348221833514007,1130703.0,19261.0,-1.0982180707248534,19261.0,-1.076218368341969,0.0,-0.03660411262654728,0.0,1,1.0
1169225.0,19261.0,-1.2094180453157515,1149964.0,19261.0,-1.1348221833514007,19261.0,-1.113601174337941,0.0,-0.07459586196435075,0.0,1,1.0
1188486.0,19261.0,-1.1494597394109969,1169225.0,19261.0,-1.2094180453157515,19261.0,-1.1479795097007508,0.0,0.059958305904754594,0.0,1,1.0
1207747.0,19261.0,-1.151128238807548,1188486.0,19261.0,-1.1494597394109969,19261.0,-1.1612070517214244,0.0,-0.0016684993965512263,0.0,1,2.0
1227008.0,19261.0,-1.124757660562323,1207747.0,19261.0,-1.151128238807548,19261.0,-1.158690921024155,0.0,0.02637057824522504,0.0,2,1.0
1246269.0,19261.0,-1.1383356002253204,1227008.0,19261.0,-1.124757660562323,19261.0,-1.1409203097515472,0.0,-0.013577939662997363,0.0,1,1.0
1265530.0,19261.0,-1.1838867780690403,1246269.0,19261.0,-1.1383356002253204,19261.0,-1.149527069416058,0.0,-0.04555117784371987,0.0,1,2.0
1281888.4545454546,16358.454545454588,-1.1267142428675634,1265530.0,19261.0,-1.1838867780690403,18535.363636363647,-1.1434235704310618,-2902.545454545412,0.057172535201476915,0.0,2,1.0
1298246.9090909092,16358.454545454588,-1.1765395651178208,1281888.4545454546,16358.454545454588,-1.1267142428675634,17809.727272727294,-1.156369046569936,0.0,-0.049825322250257376,0.0,1,2.0
1314605.3636363635,16358.454545454357,-1.1298732192487482,1298246.9090909092,16358.454545454588,-1.1765395651178208,17084.090909090883,-1.1542534513257932,-2.3101165425032377e-10,0.04666634586907259,0.0,2,2.0
1330963.818181818,16358.454545454588,-1.070620114489161,1314605.3636363635,16358.454545454357,-1.1298732192487482,16358.45454545453,-1.1259367854308233,2.3101165425032377e-10,0.05925310475958723,0.0,2,2.0
1347322.2727272727,16358.454545454588,-1.0214056553709112,1330963.818181818,16358.454545454588,-1.070620114489161,16358.45454545453,-1.0996096385566603,0.0,0.04921445911824973,0.0,2,2.0
1363680.7272727273,16358.454545454588,-1.030480430331871,1347322.2727272727,16358.454545454588,-1.0214056553709112,16358.45454545453,-1.0630948548601729,0.0,-0.009074774960959875,0.0,2,2.0
1380039.181818182,16358.454545454588,-1.0825210930282263,1363680.7272727273,16358.454545454588,-1.030480430331871,16358.454545454588,-1.0512568233050423,0.0,-0.05204066269635521,0.0,2,2.0
1396397.6363636365,16358.454545454588,-1.0957892186068874,1380039.181818182,16358.454545454588,-1.0825210930282263,16358.454545454588,-1.057549099334474,0.0,-0.013268125578661083,0.0,2,1.0
1412756.0909090908,16358.454545454357,-1.1548667059296354,1396397.6363636365,16358.454545454588,-1.0957892186068874,16358.45454545453,-1.090914361974155,-2.3101165425032377e-10,-0.05907748732274798,0.0,1,1.0
