tot_users,new_users,activity_score_pca,users_lag1,new_users_lag1,activity_lag1,new_users_ma7,activity_ma7,new_users_diff,activity_diff,impact_score,target
634024.6666666667,11752.333333333372,-1.4272466096264727,622272.3333333334,11752.333333333372,-1.4255954010482985,11752.333333333343,-1.4349411901454334,0.0,-0.0016512085781741348,0.0,11752.333333333256
645777.0,11752.333333333256,-1.3794722521686988,634024.6666666667,11752.333333333372,-1.4272466096264727,11752.333333333314,-1.417025913732001,-1.1641532182693481e-10,0.04777435745777381,0.0,11752.333333333372
657529.3333333334,11752.333333333372,-1.284064177945425,645777.0,11752.333333333256,-1.3794722521686988,11752.333333333343,-1.3790946101972237,1.1641532182693481e-10,0.09540807422327391,0.0,11752.333333333372
669281.6666666667,11752.333333333372,-1.3533782454842787,657529.3333333334,11752.333333333372,-1.284064177945425,11752.333333333343,-1.3610403213062188,0.0,-0.06931406753885372,0.0,11752.333333333256
681034.0,11752.333333333256,-1.3618025447283637,669281.6666666667,11752.333333333372,-1.3533782454842787,11752.333333333314,-1.3446793050816914,-1.1641532182693481e-10,-0.008424299244085054,0.0,11752.333333333372
692786.3333333334,11752.333333333372,-1.364427722507502,681034.0,11752.333333333256,-1.3618025447283637,11752.333333333343,-1.3409181726663923,1.1641532182693481e-10,-0.002625177779138399,0.0,11752.333333333372
704538.6666666667,11752.333333333372,-1.3623183094253708,692786.3333333334,11752.333333333372,-1.364427722507502,11752.333333333343,-1.3604817055363787,0.0,0.002109413082131306,0.0,11752.333333333256
716291.0,11752.333333333256,-1.3637800162604592,704538.6666666667,11752.333333333372,-1.3623183094253708,11752.333333333314,-1.3630821482304238,-1.1641532182693481e-10,-0.0014617068350883944,0.0,14126.647058823495
730417.6470588235,14126.647058823495,-1.3446269533494322,716291.0,11752.333333333256,-1.3637800162604592,12345.911764705874,-1.358788250385691,2374.3137254902394,0.01915306291102703,0.0,14126.647058823612
744544.2941176471,14126.647058823612,-1.384972780729607,730417.6470588235,14126.647058823495,-1.3446269533494322,12939.490196078434,-1.3639245149412174,1.1641532182693481e-10,-0.04034582738017489,0.0,14126.647058823495
758670.9411764706,14126.647058823495,-1.3870281264140103,744544.2941176471,14126.647058823612,-1.384972780729607,13533.068627450964,-1.3701019691883771,-1.1641532182693481e-10,-0.0020553456844032425,0.0,14126.647058823495
772797.5882352941,14126.647058823495,-1.3739280287326043,758670.9411764706,14126.647058823495,-1.3870281264140103,14126.647058823524,-1.3726389723064134,0.0,0.013100097681405964,0.0,14126.647058823495
786924.2352941176,14126.647058823495,-1.3591395234711023,772797.5882352941,14126.647058823495,-1.3739280287326043,14126.647058823524,-1.376267114836831,0.0,0.014788505261501994,0.0,14126.647058823612
801050.8823529412,14126.647058823612,-1.3606475399671267,786924.2352941176,14126.647058823495,-1.3591395234711023,14126.647058823524,-1.3701858046462108,1.1641532182693481e-10,-0.0015080164960243891,0.0,14126.647058823495
815177.5294117647,14126.647058823495,-1.3093180247052387,801050.8823529412,14126.647058823612,-1.3606475399671267,14126.647058823524,-1.350758279219018,-1.1641532182693481e-10,0.051329515261888004,0.0,14126.647058823495
829304.1764705882,14126.647058823495,-1.293302403906976,815177.5294117647,14126.647058823495,-1.3093180247052387,14126.647058823524,-1.3306018730126108,0.0,0.016015620798262686,0.0,14126.647058823612
843430.8235294118,14126.647058823612,-1.3788518149500542,829304.1764705882,14126.647058823495,-1.293302403906976,14126.647058823553,-1.3355299458823489,1.1641532182693481e-10,-0.08554941104307812,0.0,14126.647058823495
857557.4705882353,14126.647058823495,-1.2198150624749668,843430.8235294118,14126.647058823612,-1.3788518149500542,14126.647058823524,-1.3003218265093088,-1.1641532182693481e-10,0.1590367524750873,0.0,14126.647058823495
871684.1176470588,14126.647058823495,-1.3725880894176423,857557.4705882353,14126.647058823495,-1.2198150624749668,14126.647058823524,-1.3161393426874097,0.0,-0.15277302694267547,0.0,14126.647058823612
885810.7647058824,14126.647058823612,-1.3318459078353333,871684.1176470588,14126.647058823495,-1.3725880894176423,14126.647058823553,-1.325775218669499,1.1641532182693481e-10,0.04074218158230902,0.0,14126.647058823495
899937.4117647059,14126.647058823495,-1.204047435702666,885810.7647058824,14126.647058823612,-1.3318459078353333,14126.647058823524,-1.282074123857652,-1.1641532182693481e-10,0.12779847213266726,0.0,14126.647058823495
914064.0588235294,14126.647058823495,-1.2691912415716133,899937.4117647059,14126.647058823495,-1.204047435702666,14126.647058823524,-1.2944181686318137,0.0,-0.0651438058689473,0.0,14126.647058823612
928190.705882353,14126.647058823612,-0.8337829063954671,914064.0588235294,14126.647058823495,-1.2691912415716133,14126.647058823553,-1.15971687287627,1.1641532182693481e-10,0.4354083351761462,0.0,14126.647058823495
942317.3529411764,14126.647058823495,-1.1422118769689968,928190.705882353,14126.647058823612,-0.8337829063954671,14126.647058823524,-1.112308365159686,-1.1641532182693481e-10,-0.3084289705735297,0.0,14126.647058823495
956444.0,14126.647058823495,-1.1271064634847408,942317.3529411764,14126.647058823495,-1.1422118769689968,14126.647058823524,-1.0930731221052046,0.0,0.015105413484256092,0.0,14559.5
971003.5,14559.5,-0.9942599921644285,956444.0,14126.647058823495,-1.1271064634847408,14234.86029411765,-1.0243403097534083,432.8529411765048,0.13284647132031224,0.0,14559.5
985563.0,14559.5,-1.3418163894638429,971003.5,14559.5,-0.9942599921644285,14343.073529411748,-1.1513486805205022,0.0,-0.34755639729941434,0.0,14559.5
1000122.5,14559.5,-1.3448568776793932,985563.0,14559.5,-1.3418163894638429,14451.286764705874,-1.2020099306981014,0.0,-0.003040488215550363,0.0,14559.5
1014682.0,14559.5,-1.3520655087257862,1000122.5,14559.5,-1.3448568776793932,14559.5,-1.2582496920083628,0.0,-0.0072086310463930214,0.0,14559.5
1029241.5,14559.5,-1.3498951218320314,1014682.0,14559.5,-1.3520655087257862,14559.5,-1.3471584744252634,0.0,0.0021703868937548165,0.0,14559.5
1043801.0,14559.5,-1.379839442415524,1029241.5,14559.5,-1.3498951218320314,14559.5,-1.3566642376631837,0.0,-0.029944320583492612,0.0,14559.5
1058360.5,14559.5,-1.3853574011099081,1043801.0,14559.5,-1.379839442415524,14559.5,-1.3667893685208123,0.0,-0.005517958694384095,0.0,14559.5
1072920.0,14559.5,-1.2819895339081042,1058360.5,14559.5,-1.3853574011099081,14559.5,-1.349270374816392,0.0,0.10336786720180391,0.0,19261.0
1092181.0,19261.0,-1.0598868213318644,1072920.0,14559.5,-1.2819895339081042,15734.875,-1.2767682996913503,4701.5,0.2221027125762398,0.0,19261.0
1111442.0,19261.0,-1.0119463979597598,1092181.0,19261.0,-1.0598868213318644,16910.25,-1.184795038577409,0.0,0.04794042337210458,0.0,19261.0
1130703.0,19261.0,-1.0982180707248548,1111442.0,19261.0,-1.0119463979597598,18085.625,-1.1130102059811458,0.0,-0.08627167276509495,0.0,19261.0
1149964.0,19261.0,-1.134822183351402,1130703.0,19261.0,-1.0982180707248548,19261.0,-1.0762183683419702,0.0,-0.03660411262654728,0.0,19261.0
1169225.0,19261.0,-1.209418045315753,1149964.0,19261.0,-1.134822183351402,19261.0,-1.1136011743379424,0.0,-0.07459586196435097,0.0,19261.0
1188486.0,19261.0,-1.149459739410998,1169225.0,19261.0,-1.209418045315753,19261.0,-1.147979509700752,0.0,0.05995830590475504,0.0,19261.0
1207747.0,19261.0,-1.1511282388075492,1188486.0,19261.0,-1.149459739410998,19261.0,-1.1612070517214257,0.0,-0.0016684993965512263,0.0,19261.0
1227008.0,19261.0,-1.1247576605623242,1207747.0,19261.0,-1.1511282388075492,19261.0,-1.158690921024156,0.0,0.02637057824522504,0.0,19261.0
1246269.0,19261.0,-1.1383356002253218,1227008.0,19261.0,-1.1247576605623242,19261.0,-1.1409203097515483,0.0,-0.013577939662997585,0.0,19261.0
1265530.0,19261.0,-1.1838867780690414,1246269.0,19261.0,-1.1383356002253218,19261.0,-1.149527069416059,0.0,-0.04555117784371965,0.0,16358.454545454588
1281888.4545454546,16358.454545454588,-1.1267142428675647,1265530.0,19261.0,-1.1838867780690414,18535.363636363647,-1.143423570431063,-2902.545454545412,0.05717253520147669,0.0,16358.454545454588
1298246.9090909092,16358.454545454588,-1.176539565117822,1281888.4545454546,16358.454545454588,-1.1267142428675647,17809.727272727294,-1.1563690465699374,0.0,-0.049825322250257376,0.0,16358.454545454357
1314605.3636363635,16358.454545454357,-1.1298732192487495,1298246.9090909092,16358.454545454588,-1.176539565117822,17084.090909090883,-1.1542534513257945,-2.3101165425032377e-10,0.04666634586907259,0.0,16358.454545454588
1330963.818181818,16358.454545454588,-1.0706201144891618,1314605.3636363635,16358.454545454357,-1.1298732192487495,16358.45454545453,-1.1259367854308246,2.3101165425032377e-10,0.05925310475958767,0.0,16358.454545454588
1347322.2727272727,16358.454545454588,-1.0214056553709123,1330963.818181818,16358.454545454588,-1.0706201144891618,16358.45454545453,-1.0996096385566614,0.0,0.04921445911824951,0.0,16358.454545454588
1363680.7272727273,16358.454545454588,-1.030480430331872,1347322.2727272727,16358.454545454588,-1.0214056553709123,16358.45454545453,-1.063094854860174,0.0,-0.009074774960959653,0.0,16358.454545454588
1380039.181818182,16358.454545454588,-1.0825210930282265,1363680.7272727273,16358.454545454588,-1.030480430331872,16358.454545454588,-1.0512568233050432,0.0,-0.052040662696354545,0.0,16358.454545454588
1396397.6363636365,16358.454545454588,-1.0957892186068883,1380039.181818182,16358.454545454588,-1.0825210930282265,16358.454545454588,-1.0575490993344747,0.0,-0.013268125578661749,0.0,16358.454545454357
1412756.0909090908,16358.454545454357,-1.1548667059296363,1396397.6363636365,16358.454545454588,-1.0957892186068883,16358.45454545453,-1.0909143619741557,-2.3101165425032377e-10,-0.05907748732274798,0.0,16358.454545454588
